reader,attribute,book_count,positive_count,negative_count,neutral_count,observed_count,intent_count,preference_rate,exposure_rate,intent_rate,evidence_level
sarah,imaginary voyages,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,immigrants,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,in literature,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,indians of north america,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,industrie,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,infancy,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,infatuation,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,influence sur la nature,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,institutional care,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,insurgency -- fiction,2,0,1,1,1,0,0.0,0.5,0.0,sparse
sarah,internat,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,interpersonal relations -- fiction,2,0,1,1,1,0,0.0,0.5,0.0,sparse
sarah,interpersonal relations in fiction,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,interplanetary voyages,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,islands,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,jacobite rebellion 1745-1746,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,jacobite rebellion 1745-1746 fast ocolc fst00981043,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,jacobite rebellion 1745-1746 fiction,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,jacobite rebellion 1745-1746 in fiction,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,jews fiction,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,jews history fiction,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,journalists fiction,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,jugendbuch,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,junge frau,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,justice,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,juvenile drama,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,juvenile fantasy,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,juvenile fiction action and adventure,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,juvenile fiction action and adventure general,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,juvenile fiction animals general,2,0,0,2,0,0,,0.0,0.0,sparse
sarah,juvenile fiction classics,2,0,0,2,0,0,,0.0,0.0,sparse
sarah,juvenile fiction social issues adolescence,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,juvenile fiction social issues friendship,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,juvenile fiction social themes friendship,2,0,0,2,0,0,,0.0,0.0,sparse
sarah,katniss everdeen fictitious character,2,0,1,1,1,0,0.0,0.5,0.0,sparse
sarah,killer,2,1,0,1,2,0,1.0,1.0,0.0,sparse
sarah,kinderbuch,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,king,2,1,0,1,2,0,1.0,1.0,0.0,sparse
sarah,korean american teenagers,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,l ves du secondaire,2,0,1,1,1,0,0.0,0.5,0.0,sparse
sarah,landscape changes,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,language,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,language and languages study and teaching,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,large print books,2,1,1,0,2,0,0.5,1.0,0.0,sparse
sarah,lebensgefahr,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,lebensrettung,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,lectures et morceaux choisis,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,legends myths fables,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,letters fiction,2,1,1,0,2,0,0.5,1.0,0.0,sparse
sarah,levi ward,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,lgbtq historical fiction,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,libert,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,librarians,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,librarians fiction,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,librarians--fiction,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,librettos,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,liebe,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,life on other planets,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,literary criticism,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,literatura angielska dla m odzie y,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,litt rature australienne,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,livres en gros caract res,2,1,1,0,2,0,0.5,1.0,0.0,sparse
sarah,loneliness,2,0,0,2,0,0,,0.0,0.0,sparse
sarah,loss,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,loups-garous,2,0,0,2,0,0,,0.0,0.0,sparse
sarah,love hypothesis,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,love on the brain,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,love stories english,2,0,0,2,0,0,,0.0,0.0,sparse
sarah,lyrik,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,madres,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,magi,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,magic - fiction,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,magic and supernatural,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,magical realism,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,magicians,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,man-woman relationships -- fiction,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,man-woman relationships in fiction,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,manhattan new york n y -- fiction,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,manners and customs fiction,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,marie curie,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,marriage -- fiction,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,married people--fiction,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,married women,2,1,1,0,2,0,0.5,1.0,0.0,sparse
sarah,matrimonio,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,media tie-in,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,men,2,1,1,0,2,0,0.5,1.0,0.0,sparse
sarah,metropolitan museum of art new york n y,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,metropolitan museum of art new york n y fiction,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,middle schools,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,military education,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,miscarriage,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,miscellanea reviews,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,missing persons -- fiction,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,morale pratique,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,mother-daughter relationship,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,mothers and sons,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,motion picture industry,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,motion picture music,2,1,1,0,2,0,0.5,1.0,0.0,sparse
sarah,motion pictures juvenile literature,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,mujeres,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,mummies,2,0,1,1,1,0,0.0,0.5,0.0,sparse
sarah,music,2,1,1,0,2,0,0.5,1.0,0.0,sparse
sarah,musicals,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,musicians,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,mutants,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,mystery and detective,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,mythology greek,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,narraci n de cuentos,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,narutaleza,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,natural history united states,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,nature effect of human beings on,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,navigation,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,necromancy,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,new year,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,ni os,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,night,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,nobility,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,noirs am ricains,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,non-classifiable,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,novela de terror,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,novela inglesa,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,novela psicol gica,2,1,1,0,2,0,0.5,1.0,0.0,sparse
sarah,noviazgo,2,0,0,2,0,0,,0.0,0.0,sparse
sarah,nyt combined-print-and-e-book-fiction 2014-01-19,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,nyt combined-print-and-e-book-fiction 2022-06-26,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,nyt combined-print-and-e-book-fiction 2023-02-26,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,nyt combined-print-and-e-book-nonfiction 2021-06-06,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,nyt graphic-books-and-manga 2021-12-05,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,nyt paperback-nonfiction 2023-04-09,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,nyt series books 2006-09-16,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,nyt series books 2010-08-21,2,1,1,0,2,0,0.5,1.0,0.0,sparse
sarah,nyt trade-fiction-paperback 2009-07-05,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,nyt trade-fiction-paperback 2020-08-30,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,nyt trade-fiction-paperback 2021-06-06,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,nyt trade-fiction-paperback 2021-09-19,2,0,0,2,0,0,,0.0,0.0,sparse
sarah,nyt trade-fiction-paperback 2024-06-02,2,1,0,1,2,0,1.0,1.0,0.0,sparse
sarah,nyt young-adult-hardcover 2022-02-20,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,ocean travel,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,oiseaux,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,paranormal occult and supernatural,2,0,0,2,0,0,,0.0,0.0,sparse
sarah,parent and child fiction,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,pearl harbor hawaii attack on 1941,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,people with physical disabilities,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,personal beauty,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,personal development,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,personas casadas,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,pets,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,pets fiction,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,physicians,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,pictorial works,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,pioneers,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,pirates,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,political aspects,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,political fiction,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,political science,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,politics and government,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,ponies,2,0,0,2,0,0,,0.0,0.0,sparse
sarah,portuguese fiction,2,0,0,2,0,0,,0.0,0.0,sparse
sarah,potter harry fictitious character,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,poudlard cole de sorcellerie organisation imaginaire,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,practical jokes,2,0,0,2,0,0,,0.0,0.0,sparse
sarah,prejudice and racism,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,prejudices,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,premier amour,2,0,1,1,1,0,0.0,0.5,0.0,sparse
sarah,prince,2,1,0,1,2,0,1.0,1.0,0.0,sparse
sarah,princess,2,1,0,1,2,0,1.0,1.0,0.0,sparse
sarah,prisoners,2,1,0,1,2,0,1.0,1.0,0.0,sparse
sarah,prisonniers,2,1,0,1,2,0,1.0,1.0,0.0,sparse
sarah,private investigators fiction,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,programas de televisi n,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,ps3564 i362 t56 2003b,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,r cits humoristiques,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,r voltes,2,0,1,1,1,0,0.0,0.5,0.0,sparse
sarah,rabbits,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,rabbits fiction,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,race horses,2,0,0,2,0,0,,0.0,0.0,sparse
sarah,racially mixed people,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,racisme,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,railroads fiction,2,1,1,0,2,0,0.5,1.0,0.0,sparse
sarah,rape,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,relaciones hombre-animal,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,relations homme-animal,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,relatos de aventura,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,rescue,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,research,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,resistance to government,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,responsibility,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,revenge--fiction,2,1,1,0,2,0,0.5,1.0,0.0,sparse
sarah,robots,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,roman anglais,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,romantic suspense fiction,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,romcom,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,royalty,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,runaways,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,runaways fiction,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,russian language materials,2,0,0,2,0,0,,0.0,0.0,sparse
sarah,s urs,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,schools -- juvenile fiction,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,schools--fiction,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,science miscellanea,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,scotland fiction,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,scotland in fiction,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,seasons,2,0,1,1,1,1,0.0,0.5,0.5,sparse
sarah,second chance,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,secrecy,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,secrets,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,secrets de famille,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,self-perception,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,self-reliance,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,serie cerulean chronicles,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,serie the empyrean,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,serie the locked tomb,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,series dungeon crawler carl,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,series harry potter,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,series luz e escurid o,2,0,0,2,0,0,,0.0,0.0,sparse
sarah,series off-campus,2,0,1,1,1,0,0.0,0.5,0.0,sparse
sarah,sexuality,2,1,1,0,2,0,0.5,1.0,0.0,sparse
sarah,sick,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,singers,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,single women,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,single-parent families,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,single-parent families fiction,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,sisters -- fiction,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,sk nlitteratur,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,skolan,2,0,0,2,0,0,,0.0,0.0,sparse
sarah,small town and rural,2,1,1,0,2,0,0.5,1.0,0.0,sparse
sarah,sneak peek,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,soccer,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,social aspects,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,social control,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,social issues - dating and sex,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,social life and customs fiction,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,social workers,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,spicy,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,spiders,2,0,1,1,1,0,0.0,0.5,0.0,sparse
sarah,spies,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,spiritual life,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,square foot gardening,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,stealing,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,steam punk,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,stepfamilies,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,storage in the home,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,storytelling,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,stuart little fictitious character,2,0,0,2,0,0,,0.0,0.0,sparse
sarah,study and teaching,2,1,1,0,2,0,0.5,1.0,0.0,sparse
sarah,study guides,2,1,1,0,2,0,0.5,1.0,0.0,sparse
sarah,survival after airplane accidents shipwrecks,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,suspense,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,swords,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,syndrome d'asperger,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,teachers fiction,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,teen,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,teenage girls -- fiction,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,teenage girls -- juvenile fiction,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,teens,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,terrorism,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,texas fiction,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,textual criticism,2,0,1,1,1,0,0.0,0.5,0.0,sparse
sarah,the mortal instruments series,2,0,0,2,0,0,,0.0,0.0,sparse
sarah,theater,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,theater programs,2,0,1,1,1,0,0.0,0.5,0.0,sparse
sarah,thetis,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,tiere,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,time travel in fiction,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,time travel--fiction,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,totalitarisme,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,totalitarismo,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,traducciones al espa ol,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,traductions fran aises,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,traffic accidents,2,1,1,0,2,0,0.5,1.0,0.0,sparse
sarah,training,2,0,0,2,0,0,,0.0,0.0,sparse
sarah,translations into marathi,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,translations into russian,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,trees fiction,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,trojan war,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,trojan war fast ocolc fst01157294,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,tudiantes en art,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,tweens,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,twilight motion picture 2008,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,uncles,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,united states race relations,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,upside-down books,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,utopias,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,values and virtues,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,vampiers,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,vasectomy,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,vegetable gardening,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,vendetta,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,verliefdheid,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,viaje a trav s del tiempo,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,viajes a trav s del tiempo,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,vida,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,vie,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,vietnamese fiction,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,violence,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,virtual reality,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,war,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,warlocks,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,washington state -- fiction,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,water,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,wealth,2,1,1,0,2,0,0.5,1.0,0.0,sparse
sarah,weibliche jugend,2,0,1,1,1,0,0.0,0.5,0.0,sparse
sarah,wit and humor as topic,2,0,0,2,0,1,,0.0,0.5,sparse
sarah,witches fiction,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,witches in fiction,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,women art students,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,women art students--fiction,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,women artists,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,women artists fiction,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,women health and hygiene,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,women lawyers fiction,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,women private investigators,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,women spies,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,world history,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,yan qing xiao shuo,2,0,0,2,0,0,,0.0,0.0,sparse
sarah,young adult fiction classics,2,1,1,0,2,0,0.5,1.0,0.0,sparse
sarah,young adult fiction diversity and multicultural,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,young adult fiction fairy tales and folklore adaptations,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,young adult fiction fantasy dark fantasy,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,young adult fiction fantasy epic,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,young adult fiction people and places middle east,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,young adult fiction romance historical,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,young adult fiction royalty,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,young adult fiction social themes dating and sex,2,1,0,1,1,1,1.0,0.5,0.5,sparse
sarah,young adult fiction social themes prejudice and racism,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,young adults,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,young men,2,1,0,1,1,0,1.0,0.5,0.0,sparse
sarah,youth fiction,2,0,1,1,1,0,0.0,0.5,0.0,sparse
sarah,zivilisation,2,2,0,0,2,0,1.0,1.0,0.0,sparse
sarah,zoology,2,0,0,2,0,2,,0.0,1.0,sparse
sarah,-- -- -- 1- 19 --,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,15 50 general world history history of great parts of the world peoples civilizations general,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,150 19 88,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,17 91 literature from and for special groups,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,18 06 anglo-american literature,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,2008 guardian children's fiction prize,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,2015,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,20th century,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,21st century film and literature,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,3 1,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,3 5,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,303 4,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,4th grade reading books,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,5 5,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,5th grade reading books,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,792 702 8092 b,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,813 52,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,822 3 3,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,822 33,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,823 7,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,a wrinkle in time,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,abbaye de saint-wandrille,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,abnormalities,1,1,0,0,1,0,1.0,1.0,0.0,sparse
sarah,absurdist,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,abus sexuels l' gard des adolescentes,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,abuse,1,0,1,0,1,0,0.0,1.0,0.0,sparse
sarah,accelerated reader - 3 1,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,accelerated readers bur,1,0,0,1,0,0,,0.0,0.0,sparse
sarah,acci n de gracias,1,0,0,1,0,1,,0.0,1.0,sparse
sarah,accident victims,1,1,0,0,1,0,1.0,1.0,0.0,sparse
